#################
# FRESCO OIII emitter catalogue v1
# name: GOODS fields identifier (GN/GS) and ID from the FRESCO grizli data reduction v7.3 
# ra, dec: coordinates of the source in the F210M+F444W image from the FRESCO grizli data reduction v7.3 (also see further Weibel+2024)
# q_mean : Visual inspection quality flag, averaged to half-integer over 4 inspections
# z : redshift of the OIII emitter
# flux_*, err_* : grizli best-fit line flux and error using a fixed redshift in cgi units [erg/s/cm**2]
# muv, muv_err_84, muv_err_16: rest-frame UV magnitude [AB] and 16-84 percentiles error from the best-fit Prospector model (see Naidu+, in prep.)
# f_f444w, e_f444w: F444W flux and error in nJy from the FRESCO grizli data reduction v7.3. PSF-matched, aperture-corrected fluxes and errors with 5% error floor (also see further Weibel+2024 for details on the imaging data reduction)
# mag_det_img : magnitude in the detection image (F210+F444W), necessary for completeness correction
#################
# name   ra          dec         q_mean z                  flux_HB                err_HB                 flux_4960              err_4960               flux_5008              err_5008               muv    muv_84               muv_16                f_f444w            e_f444w            mag_det_img       
  gn_3666  189.1349815 62.2918968  2.0    7.019317872752428  2.0038717184337557E-19 2.6441807533954945E-19 4.1643552519624573E-19 1.8657994813863874E-19 3.0716888567449053E-18 1.911780194470878E-19  -19.63 0.07000000000000028  -0.05000000000000071  60.28652291657245  3.6187877101504196 27.066968734998213
  gn_4153  189.2604139 62.2894048  3.0    6.855259696964232  0.0                    0.0                    2.9447374607138945E-18 3.4194899872961043E-19 8.446977147077454E-18  2.4340082027654543E-19 -19.92 0.060000000000002274 -0.05999999999999872  159.39197220881368 7.969598610440684  26.32249364583713 
  gn_4286  189.2700153 62.2885463  3.0    7.632606084372101  1.5229601170238052E-18 3.091799759075055E-19  4.294068444505236E-18  3.054754357040928E-19  1.6111462302363593E-17 3.4629625551078255E-19 -20.63 0.05999999999999872  -0.08000000000000185  391.42827010159584 19.571413505079793 25.680486360136847
  gn_4699  189.2251204 62.2862877  3.0    7.20521664070311   3.317238673458011E-19  1.4353046171808388E-19 1.7827807154842127E-18 1.6093888664929644E-19 5.972619985697687E-18  1.7966019893554647E-19 -19.99 0.03999999999999915  -0.060000000000002274 107.43396147616839 5.9079825167473405 26.753075462694188
  gn_5359  189.2616607 62.2832698  3.0    7.429445633067051  4.748751673701E-19     2.631765245454521E-19  1.3401590061597847E-18 2.6389995864904986E-19 4.7011986081813416E-18 2.5937391002289336E-19 -19.67 0.11000000000000298  -0.0799999999999983   101.75674099227302 5.595162630525363  26.88114094121384 
  gn_5365  189.3199924 62.2832343  1.5    7.073552456262574  0.0                    0.0                    3.520801285855075E-19  4.0221599375730195E-19 2.243629635572457E-18  3.775090759404664E-19  -19.2  0.08999999999999986  -0.07000000000000028  26.850118046768127 3.2883452700935054 27.825168289655508
  gn_5412  189.1607819 62.2830754  1.5    7.044581858554272  5.284988646817506E-19  3.410623934156068E-19  2.9470889302644304E-19 2.9049864232900304E-19 1.4672558279310961E-18 2.7368815983352247E-19 -20.01 0.05000000000000071  -0.04999999999999716  72.42234521391418  4.851299735828796  27.09392615592883 
  gn_5569  189.1798112 62.2823945  3.0    7.084443307301864  9.054118851726543E-19  2.9392244861804806E-19 2.292562171434564E-18  2.5251133779277893E-19 6.085202853737634E-18  2.612024219301111E-19  -19.51 0.07000000000000028  -0.06999999999999673  102.78514481866797 5.139257240933399  26.86471456387654 
  gn_7140  189.1957026 62.2824264  2.5    7.091712035046433  9.665895897028978E-19  4.463020695898687E-19  8.65865036150083E-19   2.0656699464509414E-19 2.6953796626758004E-18 1.4338098587772346E-19 -19.41 0.120000000000001    -0.10999999999999943  70.62483174565195  7.264972181666081  27.243989803594125
  gn_7286  189.2025875 62.2755191  2.0    6.908384783950825  0.0                    0.0                    8.425230958407358E-19  2.2112082587529045E-19 2.5879805478530666E-18 2.0597301789606425E-19 -19.96 0.08000000000000185  -0.07000000000000028  63.378586009722326 6.063956978809966  27.024355622243213
  gn_8328  189.1737243 62.2717754  2.5    7.613232650511799  1.972568701842883E-19  1.099847880819318E-19  2.8921770058729722E-19 1.268346028032107E-19  9.805598814370853E-19  1.3819099046559325E-19 -17.73 0.6900000000000013   -0.41999999999999815  42.612313458622836 5.6685170881809235 28.404622632020267
  gn_9278  189.2037746 62.2684276  3.0    7.091712035046433  1.2067203635235194E-18 2.406941126150471E-19  1.767284783666389E-18  2.5821722503892516E-19 4.147349652537276E-18  2.4184980793164456E-19 -19.42 0.08000000000000185  -0.09999999999999787  94.19196123080731  4.709598061540365  26.931245188667308
  gn_9329  189.2625507 62.2682494  1.5    7.551529348221861  5.100564490882077E-19  1.8608463169578664E-19 3.802440676707219E-19  1.9263128657275974E-19 1.1708926114104176E-18 2.1708893367908306E-19 -18.64 0.26000000000000156  -0.17999999999999972  26.432665763384133 4.66819562213012   27.996834008313535
  gn_9825  189.2223905 62.2666167  2.0    6.947571383706063  1.4229256042142539E-18 1.8816380819543766E-18 8.577999258400759E-19  2.6175847181369225E-19 2.249038244316412E-18  2.8580800511234016E-19 -19.0  0.120000000000001    -0.07000000000000028  47.11378594962556  3.240565969257534  27.44397780049851 
  gn_10090 189.2649331 62.2657902  3.0    6.933299295864101  0.0                    0.0                    4.984608786791192E-18  4.0861693004224353E-19 1.7085343472308824E-17 4.003962655277678E-19  -20.42 0.060000000000002274 -0.04999999999999716  292.7900133309801  14.639500666549006 25.841715481280414
  gn_10162 189.2654583 62.2654404  3.0    6.983364032443657  4.929177312692502E-19  6.711829499346659E-19  2.3466288438923975E-18 3.541022554620584E-19  8.367819002587223E-18  3.456030748206874E-19  -19.06 0.16999999999999815  -0.15000000000000213  43.855939581522    6.012101566005816  27.519687928510393
  gn_10742 189.3530186 62.2634011  3.0    6.922612051455121  0.0                    0.0                    5.696764759483721E-18  5.745119229810028E-19  1.518065114563085E-17  5.563954332282877E-19  -21.13 0.05999999999999872  -0.07000000000000028  280.8143686328299  14.040718431641494 25.594716708990187
  gn_11294 189.3311925 62.2618498  2.5    7.597765211670479  8.409814360573782E-19  1.6557089387157359E-19 8.90737228423952E-19   1.707183851472943E-19  2.15130914056576E-18   1.7968302679459108E-19 -19.41 0.14000000000000057  -0.129999999999999    74.40175500166875  6.423746158841498  27.22214559438732 
  gn_11942 189.0537432 62.2596983  3.0    7.084443307301864  9.163329965559808E-19  2.1665705753417242E-19 1.4240821395915494E-18 1.9676308028452346E-19 3.712273058879211E-18  2.0706693663735378E-19 -19.33 0.14999999999999858  -0.13000000000000256  97.91669183019683  7.8153186217082355 27.02570319869771 
  gn_12148 189.0510109 62.2590757  2.0    7.32405292284669   1.7106033322540637E-18 2.3129188762670375E-19 2.693592819440846E-19  2.403346363848958E-19  1.790429418128924E-18  2.4755562705307274E-19 -19.62 0.22000000000000242  -0.18999999999999773  63.78825410897948  11.261439791198931 27.205643606034776
  gn_12681 189.1937717 62.2574038  1.5    7.960645580509642  0.0                    0.0                    7.845371394207699E-19  3.169399569754964E-19  3.1796059522446605E-18 3.237777128790756E-19  -21.31 0.09999999999999787  -0.15000000000000213  198.46274111602332 20.358985730032572 26.194630866056357
  gn_12756 189.3330738 62.2572172  3.0    7.597765211670479  2.2693440401745085E-18 3.6781615447351725E-19 5.856597330579786E-18  3.767096011374609E-19  2.3166998831875097E-17 4.076347589709255E-19  -21.21 0.08999999999999986  -0.05999999999999872  464.7602154013919  23.238010770069597 25.440740441468257
  gn_12780 189.3563444 62.2571109  1.5    7.260708424811664  4.0082274030233625E-20 2.937893074929044E-19  5.254290404553679E-19  2.740525609818803E-19  1.908762893955281E-18  2.8407169452871296E-19 -19.45 0.21999999999999886  -0.1700000000000017   52.083379744166734 8.36413853693551   27.372623563624863
  gn_12872 189.1977248 62.2569639  2.0    8.284447550438378  4.361143233894109E-19  2.382017141478975E-19  7.518619378282636E-19  2.334499918265036E-19  2.6033115813529953E-18 2.4320238738276203E-19 -19.51 0.120000000000001    -0.06999999999999673  78.80940269885647  3.940470134942824  27.304689306503164
  gn_13456 189.0429678 62.2550433  3.0    7.095348849235112  4.462410137005966E-20  1.6517910327150174E-19 5.5263367255289475E-19 1.7374230376389524E-19 1.583153090406775E-18  1.898296920663496E-19  -18.9  0.22999999999999687  -0.20000000000000284  24.04182235052838  7.805511204111193  28.051385042613834
  gn_13638 189.0451657 62.2545348  2.5    7.652023093188998  2.380352244581532E-18  2.820261086293029E-19  1.0324628512769651E-18 2.4266934845672945E-19 2.1373416414080423E-18 2.5231538940140083E-19 -19.11 0.14000000000000057  -0.21999999999999886  101.3710350328365  10.48810837649386  27.04042504283172 
  gn_13828 189.0450174 62.253933   3.0    6.933299295864101  2.427608459904708E-14  1.54620877608358E-14   1.5054101468720343E-18 2.0235794561501798E-19 5.280767371782972E-18  2.161523679751027E-19  -19.35 0.120000000000001    -0.09999999999999787  83.02369217342024  5.308171580669874  27.195033191392085
  gn_15025 189.2053066 62.250773   2.0    6.9941332264548635 1.3433397086462083E-18 6.804669130810333E-19  2.0531602131574703E-18 3.4688657546687274E-19 6.4437245818835834E-18 3.4486781515281756E-19 -20.45 0.05000000000000071  -0.07000000000000028  134.3500080250869  6.7175004012543456 26.37960195454118 
  gn_15072 189.3448725 62.2505137  2.0    8.568217470963033  2.206364978589284E-19  3.4398802331316087E-19 1.854411300329868E-18  3.5438222738348363E-19 5.8881196900699415E-18 3.5908935956631865E-19 -21.57 0.08000000000000185  -0.0799999999999983   61.92553604267089  10.413811450889893 26.417623089525108
  gn_15384 189.1997026 62.2498118  1.5    6.9941332264548635 0.0                    0.0                    9.857251114652008E-19  2.4487415311215716E-19 1.8002458002606285E-18 2.4531747347259164E-19 -19.82 0.08999999999999986  -0.05999999999999872  61.180208899391985 3.771533425839316  27.176450389380154
  gn_16093 189.315648  62.247865   2.0    7.996956925457809  0.0                    0.0                    7.402491903609217E-19  2.6037118836786557E-19 2.007497023163999E-18  2.686162258085227E-19  -19.21 0.240000000000002    -0.2699999999999996   18.52438775918482  5.525603416192779  27.470042362469048
  gn_17537 189.0192386 62.2435282  3.0    7.040967850740177  1.1398028943764243E-18 3.5899127921530287E-19 5.05355733513057E-18   3.0896583383907747E-19 1.625401483544471E-17  3.113930677993853E-19  -20.27 0.07000000000000028  -0.05999999999999872  887.6873707145841  44.38436853572921  24.990784549231776
  gn_18415 189.2501652 62.2413865  3.0    7.153760671736032  0.0                    0.0                    1.0171625680039948E-18 2.18921746228827E-19   2.5300961464548525E-18 2.2478405229694535E-19 -19.32 0.08000000000000185  -0.05000000000000071  110.91551859017635 5.545775929508817  26.710798309218163
  gn_18462 189.2498272 62.2412229  3.0    7.146436207514915  2.242099757433949E-18  3.4299351467853826E-19 5.6741024785631826E-18 3.6375064445111583E-19 1.418810415356467E-17  3.8676603536914753E-19 -20.44 0.060000000000002274 -0.05999999999999872  316.35090650709117 15.817545325354558 25.479212661330973
  gn_19311 189.1099365 62.238721   2.0    7.131807011218955  2.3572067137643584E-19 1.2615810717687824E-19 5.311218288955819E-19  1.352456725194978E-19  1.095174198748333E-18  1.3655790201053513E-19 -18.1  0.120000000000001    -0.14999999999999858  36.42768110908442  2.1309286572522166 28.323618978250284
  gn_19551 189.1481688 62.2380576  2.0    7.1391183226459045 7.166458332025634E-19  4.841010535337212E-19  1.6034748263535502E-18 4.746374255016811E-19  4.3092003544817885E-18 4.706132828552105E-19  -20.47 0.04999999999999716  -0.060000000000002274 143.16352383786852 7.158176191893427  26.329262859541682
  gn_19785 189.2588799 62.2374461  2.0    7.146436207514915  6.318897869048877E-20  1.9364965724120816E-19 4.0451725700675414E-19 1.4885132487759082E-19 1.742738754370247E-18  1.6182382054065935E-19 -19.28 0.05000000000000071  -0.0799999999999983   43.72372524742861  2.3291271340540827 27.245358567058453
  gn_20564 189.2592922 62.2354632  2.0    7.146436207514915  0.0                    0.0                    1.5011860334006218E-19 1.6360109891009736E-19 7.25918873955134E-19   1.7344543879063176E-19 -19.4  0.07000000000000028  -0.05000000000000071  51.32518581639635  2.5662592908198176 27.15024081505311 
  gn_23190 189.288674  62.2265139  2.0    7.632606084372101  2.6342792865856727E-19 3.1731080392461406E-19 8.988894992555886E-19  3.2039432345904413E-19 2.908700605222771E-18  3.2119221876741023E-19 -19.93 0.07000000000000028  -0.05000000000000071  66.83322778377519  3.3416613891887597 27.021494206709225
  gn_23498 189.2903184 62.2254716  1.5    7.777330322769556  5.077363310410356E-19  2.8893466085730937E-19 5.614063369570643E-19  2.8800926935673314E-19 1.2345480571210674E-18 2.8971243427052217E-19 -19.61 0.0799999999999983   -0.08000000000000185  28.237429592571665 1.898701419473     27.70953475735756 
  gn_23964 189.0385679 62.2238248  2.0    8.40622544936061   3.7920016447050436E-19 1.8080353203217108E-19 8.979933348577148E-19  1.9415267974774629E-19 3.0131329940714775E-18 2.1325233928702122E-19 -20.38 0.129999999999999    -0.17999999999999972  111.15848369841554 13.60499173041334  27.035698365337588
  gn_24077 189.1365528 62.2233022  3.0    7.1427764430309    2.093859034977987E-18  2.6487166712199953E-19 3.3489360071761395E-18 2.5980951256768305E-19 1.2375392546289354E-17 2.6006829539071084E-19 -21.57 0.05000000000000071  -0.05000000000000071  385.73166269762595 19.286583134881297 25.31081323476402 
  gn_24082 189.0737003 62.2234508  1.5    7.037355466469549  5.3533925048926E-19    3.2222794040315233E-19 6.92145934720602E-19   2.7691467078405104E-19 3.3568172113438048E-18 2.851077293135708E-19  -20.47 0.04999999999999716  -0.060000000000002274 133.01680177173054 6.650840088586527  26.18964534850324 
  gn_24421 189.0840549 62.2220391  3.0    7.201530469915321  8.028224092962003E-19  2.3109439593817617E-19 1.68728726997781E-18   2.3266967605833287E-19 4.33876823650446E-18   2.400726866738161E-19  -20.27 0.05999999999999872  -0.03999999999999915  114.0882117635444  5.70441058817722   26.648857158557984
  gn_24422 189.084154  62.2220144  3.0    7.197845955089221  7.769964120055548E-19  2.5252820807744424E-19 2.1484624971124563E-18 2.5480877805009203E-19 4.50974405252498E-18   2.517827417031441E-19  -20.91 0.05000000000000071  -0.03999999999999915  97.77149088895386  4.888574544447693  26.529594510935844
  gn_24629 189.043572  62.2211188  2.0    8.00504607447162   0.0                    0.0                    1.1572917058396853E-18 3.2191205701796505E-19 5.561759635357521E-18  3.581846632839361E-19  -20.69 0.14000000000000057  -0.11999999999999744  276.0273535309741  13.801367676548706 25.886626081171872
  gn_25662 189.194918  62.2170024  2.5    7.019317872752428  7.684737082723789E-19  1.6315669100233132E-19 5.911737947073573E-19  1.353722129139115E-19  2.113769640187258E-18  1.4414617097432676E-19 -19.06 0.05999999999999872  -0.060000000000002274 40.07775471833917  2.22398494156365   27.609485987897518
  gn_25675 189.1949811 62.2169499  2.0    7.02652804762654   7.524183477594534E-19  1.430978659376129E-19  5.257044216322855E-19  1.264081073944088E-19  1.8453535124337947E-18 1.3342909272769026E-19 -18.83 0.09999999999999787  -0.08000000000000185  25.712759009758948 2.170929455743134  28.43058408753204 
  gn_25997 189.0749515 62.2156697  2.5    7.062676276327091  0.0                    0.0                    1.2151481077716366E-18 2.683793024485855E-19  2.186613080692455E-18  2.787324040515197E-19  -19.08 0.16999999999999815  -0.18000000000000327  88.05138952742068  7.313297843191802  27.112237117312645
  gn_26216 189.1712127 62.2147556  3.0    8.615628450129984  5.091494621022579E-19  2.886077760134131E-19  1.4712524133994508E-18 3.0879815919460454E-19 5.054646448065451E-18  3.2450860438181838E-19 -19.21 0.08999999999999986  -0.10999999999999943  118.65978505685652 5.932989252842827  26.964557712807373
  gn_26281 189.2012881 62.2143942  1.5    7.644251054399785  0.0                    0.0                    1.174366038041165E-18  1.765345946566647E-19  1.8122030215352783E-18 2.0432811058636866E-19 -21.13 0.07000000000000028  -0.060000000000002274 101.47578956137951 6.838135711019061  26.684288056353992
  gn_26817 189.262055  62.2120881  2.0    7.425658730478453  4.549066307620152E-19  2.546541193666116E-19  9.52805367409495E-19   2.5912199319729773E-19 2.9302745252159726E-18 2.694431906456659E-19  -19.45 0.09999999999999787  -0.08000000000000185  83.09465181095527  4.154732590547764  27.063017626263704
  gn_27541 189.070645  62.2089484  2.0    7.186802338943565  1.5006485366751503E-18 2.6120032936123533E-19 3.355254199387056E-19  2.3785705709150947E-19 2.827656696416388E-18  2.406807808478035E-19  -22.79 0.05999999999999872  -0.060000000000002274 3531.265903123147  176.56329515615735 23.01427448529182 
  gn_28055 189.0745957 62.2067392  3.0    7.19048189034676   7.84136173913999E-19   3.3493567855345683E-19 2.3570270925065823E-18 3.3332662682707855E-19 7.605741543413834E-18  3.2439992591085014E-19 -21.21 0.060000000000002274 -0.05999999999999872  237.04237624122425 11.852118812061214 25.71443217591076 
  gn_28314 189.1590952 62.2057544  2.0    7.305371932953809  6.888074134615711E-19  3.244715835789965E-19  1.5993711284427623E-18 3.3594692525659765E-19 5.890301739792169E-18  3.573956594392686E-19  -21.26 0.07000000000000028  -0.05999999999999872  263.621914215351   13.18109571076755  25.573406463972248
  gn_28378 189.0768643 62.2054364  1.5    6.99772618499997   4.659442488168534E-19  3.475147614794458E-19  5.8904517836051E-19    1.8832048389326096E-19 1.97786266406672E-18   1.804163192057098E-19  -17.9  0.5799999999999983   -0.370000000000001    18.695561477721746 5.5086225080854705 28.211744495905812
  gn_28924 189.0834898 62.2025777  3.0    7.186802338943565  1.0949264750028158E-18 2.1039167148721793E-19 1.5680572661394917E-18 1.8991762209885606E-19 4.0617015190861936E-18 1.8719857822317717E-19 -20.4  0.05999999999999872  -0.060000000000002274 372.3534469369343  18.617672346846714 25.584519058887302
  gn_29409 189.087708  62.2001315  2.0    7.54384758002614   6.167611878672009E-19  2.6885341747906857E-19 1.0537277835467677E-18 2.7842446703493737E-19 1.446010166172491E-18  2.7431006989781374E-19 -18.78 0.3500000000000014   -0.28999999999999915  18.76351728488419  4.906465910489833  27.997145936524596
  gn_30971 189.1959853 62.1913794  1.5    8.538168630738735  4.495850808401976E-19  2.649639782280627E-19  9.926163113843678E-19  2.6981127607821002E-19 2.0986680249078918E-18 3.0202271358875465E-19 -18.53 0.19000000000000128  -0.14000000000000057  28.217348545928033 2.417106137522654  27.924033798529877
  gn_31899 189.1479201 62.184526   2.0    6.933299295864101  0.0                    0.0                    8.6307481147581E-19    3.2773574578665666E-19 3.006993838332155E-18  3.1776991667999915E-19 -18.73 0.1700000000000017   -0.21000000000000085  108.24462498140312 7.016972651034065  26.983312134815804
  gn_31923 189.1878673 62.184396   1.5    7.418090028179231  5.164028393959303E-19  2.8151322380665695E-19 1.3731443635362889E-18 2.863244145867595E-19  1.6222790595613176E-18 2.9127822384128805E-19 -18.95 0.14000000000000057  -0.129999999999999    61.41368890543806  3.070684445271903  27.345249457195596
  gn_32698 189.1979803 62.1770183  3.0    7.1391183226459045 7.32341933912738E-19   1.545770326361571E-19  1.4100080561999883E-18 1.6587329050721323E-19 5.248561855289384E-18  1.7582641316427235E-19 -19.12 0.07000000000000028  -0.07000000000000028  99.4846158320643   4.974230791603215  26.677835923138574
  gn_33288 189.1510669 62.1664327  1.5    7.168429361901303  1.0200784406213751E-19 1.90365007060471E-19   3.3696728998929747E-19 1.9362270148698367E-19 1.4407825945782766E-18 2.039976549941293E-19  -19.57 0.16000000000000014  -0.10000000000000142  54.98571871546134  7.1650761044880635 27.38908053462117 
  gs_284   53.0688189  -27.7313921 2.5    7.964672926622294  9.910816598561028E-19  4.822257518837452E-19  2.6362157841437357E-18 5.061338450342546E-19  5.6334243470588725E-18 5.446238587651729E-19  -21.3  0.10000000000000142  -0.08999999999999986  198.76514480922387 14.387102654723465 25.965063616383386
  gs_1318  53.167813   -27.7361412 2.5    7.559218022929315  2.7417683747667605E-20 2.6363935868806206E-19 8.261249559823595E-19  2.470745349939163E-19  2.074301564903971E-18  2.5995771455604334E-19 -19.72 0.0799999999999983   -0.05000000000000071  71.38917985174064  3.569458992587032  27.409369941836356
  gs_1319  53.1677715  -27.7361942 2.5    7.555372821873657  9.063048114389752E-20  2.6159691919629944E-19 6.504498369272652E-19  2.4295819071554585E-19 1.136469224908173E-18  2.472382008413442E-19  -19.86 0.08999999999999986  -0.07000000000000028  49.91360076126841  2.495680038063421  27.658900083993657
  gs_1414  53.1938951  -27.7365567 3.0    7.53233786387252   6.71702589475611E-19   1.5326308493408846E-19 7.981258559485751E-19  1.643583381282528E-19  1.8809042755394704E-18 1.6284547505540175E-19 -18.57 0.5300000000000011   -0.4299999999999997   62.12998152774398  8.584220238090412  27.408188014142162
  gs_1451  53.1099519  -27.7366553 1.5    8.380899662247126  8.672206123107389E-20  2.5163655172403426E-19 2.6888834936345753E-19 2.4273537193303806E-19 1.8741741599212535E-18 2.714544871744208E-19  -18.86 0.35999999999999943  -0.40000000000000213  27.182758210884288 6.79019007819347   27.879210101513404
  gs_1744  53.169576   -27.738058  2.0    7.245874025936015  7.931349483234797E-20  2.5750584472801733E-19 8.063533130895021E-19  2.7791432868743865E-19 1.8384986228822436E-18 2.450543587271374E-19  -20.29 0.0799999999999983   -0.060000000000002274 111.43604041126645 5.5718020205633225 26.541870149664803
  gs_3081  53.1725901  -27.743935  3.0    7.5707639982848    1.7716377025057875E-18 3.448307061837658E-19  3.1489883532855686E-18 3.514526034314479E-19  9.497115776176388E-18  3.4820222714934187E-19 -21.35 0.07000000000000028  -0.03999999999999915  330.6781209893912  16.53390604946956  25.36015656134394 
  gs_4357  53.1001947  -27.750296  2.5    7.223672360127987  6.310230411658176E-19  1.6028459580650353E-19 7.36410556145989E-19   1.7299801747092927E-19 1.7781073906460375E-18 1.8294253684204012E-19 -18.93 0.21000000000000085  -0.21000000000000085  45.6912820210069   6.0426418946749605 27.663471019971198
  gs_4864  53.1921124  -27.7525167 2.0    7.9929150762012675 2.739973527931418E-19  1.9793958510862158E-19 4.952379300943493E-19  2.170375094841833E-19  1.988296463224973E-18  2.370675904554176E-19  -18.92 0.08000000000000185  -0.09999999999999787  81.9039327075508   4.0951966353775395 27.46603399955862 
  gs_5175  53.0779243  -27.7539428 1.5    8.31369708998961   9.312044582584653E-20  3.882328520645246E-19  6.665508082980998E-19  4.090359107232215E-19  1.2916524936258834E-18 4.085667920163476E-19  -20.4  0.18999999999999773  -0.17999999999999972  92.45114845433251  15.189469831086585 26.63757019044925 
  gs_5220  53.1587925  -27.7541352 1.5    7.08081139227839   5.590027378882165E-20  2.8762904025036333E-19 1.5836084341027745E-19 2.0908212468674195E-19 1.3872475024109484E-18 1.5325225161861539E-19 -20.61 0.05999999999999872  -0.060000000000002274 128.3179461322895  6.415897306614475  26.65332229173034 
